name,year_start,year_end,position,height,weight
Keith Swagerty,1969.0,1970.0,F,06-07,235.0
Bennie Swain,1959.0,1959.0,F,06-08,220.0
Caleb Swanigan,2018.0,2018.0,F,06-08,250.0
Norm Swanson,1954.0,1954.0,F,06-06,210.0
Dan Swartz,1963.0,1963.0,F,06-04,215.0
Mike Sweetney,2004.0,2007.0,F,06-08,275.0
Robert Swift,2005.0,2009.0,C,7-0,245.0
Skeeter Swift,1970.0,1974.0,G,06-03,204.0
Stromile Swift,2001.0,2009.0,F,06-09,225.0
Aaron Swinson,1995.0,1995.0,F,06-05,230.0
Pape Sy,2011.0,2011.0,F,06-07,225.0
Buck Sydnor,1947.0,1947.0,G,05-10,175.0
Larry Sykes,1996.0,1996.0,F,06-09,255.0
Brett Szabo,1997.0,1997.0,C,06-11,230.0
Wally Szczerbiak,2000.0,2009.0,F,06-07,244.0
Walt Szczerbiak,1972.0,1972.0,F,06-06,210.0
Zan Tabak,1995.0,2001.0,C,7-0,245.0
Yuta Tabuse,2005.0,2005.0,G,05-09,165.0
Chris Taft,2006.0,2006.0,F,06-10,260.0
Sid Tanenbaum,1948.0,1949.0,G,6-0,160.0
Dragan Tarlac,2001.0,2001.0,C,06-10,260.0
Roy Tarpley,1987.0,1995.0,C-F,06-11,230.0
Levern Tart,1968.0,1971.0,G-F,06-02,195.0
Earl Tatum,1977.0,1980.0,G-F,06-05,185.0
Jayson Tatum,2018.0,2018.0,F,06-08,205.0
Edy Tavares,2016.0,2017.0,C,07-03,260.0
Anthony Taylor,1989.0,1989.0,G,06-04,175.0
Brian Taylor,1973.0,1982.0,G,06-02,185.0
Donell Taylor,2006.0,2007.0,G,06-06,180.0
Fatty Taylor,1970.0,1977.0,G,6-0,175.0
Fred Taylor,1971.0,1972.0,G-F,06-05,180.0
Isaiah Taylor,2017.0,2018.0,G,06-03,170.0
Jay Taylor,1990.0,1990.0,G,06-03,190.0
Jeff Taylor,1983.0,1987.0,G,06-04,175.0
Jeffery Taylor,2013.0,2015.0,F,06-07,225.0
Jermaine Taylor,2010.0,2011.0,G,06-04,210.0
Johnny Taylor,1998.0,2000.0,F,06-09,220.0
Leonard Taylor,1990.0,1990.0,F,06-08,220.0
Maurice Taylor,1998.0,2007.0,F,06-09,260.0
Mike Taylor,2009.0,2009.0,G,06-02,165.0
Oliver Taylor,1971.0,1974.0,G-F,06-02,194.0
Ronald Taylor,1970.0,1972.0,C,07-01,265.0
Tyshawn Taylor,2013.0,2014.0,G,06-03,185.0
Vince Taylor,1983.0,1983.0,G-F,06-05,180.0
Terry Teagle,1983.0,1993.0,F-G,06-05,195.0
Jeff Teague,2010.0,2018.0,G,06-02,186.0
Marquis Teague,2013.0,2014.0,G,06-02,189.0
Mirza Teletovic,2013.0,2018.0,F,06-09,242.0
Sebastian Telfair,2005.0,2015.0,G,6-0,165.0
Collis Temple,1975.0,1975.0,F,06-08,220.0
Garrett Temple,2010.0,2018.0,G,06-06,195.0
Milos Teodosic,2018.0,2018.0,G,06-05,196.0
Ira Terrell,1977.0,1979.0,F-C,06-08,200.0
Carlos Terry,1981.0,1983.0,G-F,06-05,210.0
Chuck Terry,1973.0,1977.0,F,06-06,215.0
Claude Terry,1973.0,1978.0,G-F,06-04,195.0
Jason Terry,2000.0,2018.0,G,06-02,185.0
Hasheem Thabeet,2010.0,2014.0,C,07-03,263.0
Tom Thacker,1964.0,1971.0,G-F,06-02,170.0
Floyd Theard,1970.0,1970.0,G,06-01,170.0
Daniel Theis,2018.0,2018.0,C,06-09,215.0
Reggie Theus,1979.0,1991.0,G,06-07,190.0
Peter Thibeaux,1985.0,1986.0,F,06-07,210.0
Bill Thieben,1957.0,1958.0,F-C,06-07,215.0
Justus Thigpen,1970.0,1974.0,G,06-01,160.0
David Thirdkill,1983.0,1987.0,F-G,06-07,195.0
Adonis Thomas,2014.0,2014.0,F,06-07,200.0
Billy Thomas,2005.0,2008.0,G,06-04,208.0
Carl Thomas,1992.0,1998.0,G,06-04,175.0
Charles Thomas,1992.0,1992.0,G,06-03,175.0
Etan Thomas,2002.0,2011.0,F,06-09,256.0
Irving Thomas,1991.0,1991.0,F,06-08,225.0
Isaiah Thomas,2012.0,2017.0,G,05-09,185.0
Isiah Thomas,1982.0,1994.0,G,06-01,180.0
Jamel Thomas,2000.0,2001.0,F,06-06,215.0
James Thomas,2005.0,2006.0,F,06-08,235.0
Jim Thomas,1984.0,1991.0,G,06-03,190.0
Joe Thomas,1971.0,1971.0,F,06-06,205.0
John Thomas,1998.0,2006.0,F,06-09,265.0
Kenny Thomas,2000.0,2010.0,F,06-07,261.0
Kurt Thomas,1996.0,2013.0,F,06-09,230.0
Lance Thomas,2012.0,2018.0,F,06-08,235.0
Malcolm Thomas,2012.0,2015.0,F,06-09,225.0
Ronald Thomas,1973.0,1976.0,F,06-06,215.0
Terry Thomas,1976.0,1976.0,F,06-08,220.0
Tim Thomas,1998.0,2010.0,F,06-10,230.0
Tyrus Thomas,2007.0,2015.0,F,06-09,215.0
Willis Thomas,1968.0,1968.0,G,06-02,185.0
Trey Thompkins,2012.0,2012.0,F,06-10,245.0
Bernard Thompson,1985.0,1989.0,F-G,06-06,210.0
Billy Thompson,1987.0,1992.0,F,06-07,195.0
Brooks Thompson,1995.0,1998.0,G,06-04,193.0
Corny Thompson,1983.0,1983.0,F,06-08,225.0
David Thompson,1976.0,1984.0,G-F,06-04,195.0
Dijon Thompson,2006.0,2007.0,G-F,06-07,195.0
George Thompson,1970.0,1975.0,G,06-02,200.0
Hollis Thompson,2014.0,2017.0,G-F,06-08,206.0
Jack Thompson,1969.0,1969.0,G,06-01,185.0
Jason Thompson,2009.0,2016.0,F-C,06-11,250.0
John Thompson,1965.0,1966.0,F,06-10,225.0
Kevin Thompson,1994.0,1994.0,C-F,06-11,260.0
Klay Thompson,2012.0,2018.0,G-F,06-07,215.0
LaSalle Thompson,1983.0,1997.0,C-F,06-10,245.0
Mychal Thompson,1979.0,1991.0,C-F,06-10,226.0
Mychel Thompson,2012.0,2012.0,G,06-06,211.0
Paul Thompson,1984.0,1986.0,G-F,06-06,210.0
Stephen Thompson,1992.0,1992.0,G,06-04,185.0
Tristan Thompson,2012.0,2018.0,F-C,06-09,238.0
Skip Thoren,1968.0,1970.0,C,06-10,230.0
Rod Thorn,1964.0,1971.0,G,06-04,195.0
Al Thornton,2008.0,2011.0,F,06-08,220.0
Bob Thornton,1986.0,1996.0,F-C,06-10,225.0
Dallas Thornton,1969.0,1970.0,G,06-04,190.0
Marcus Thornton,2010.0,2017.0,G,06-04,205.0
Sindarius Thornwell,2018.0,2018.0,G,06-05,212.0
Otis Thorpe,1985.0,2001.0,F-C,06-09,225.0
Sedale Threatt,1984.0,1997.0,G,06-02,175.0
Nate Thurmond,1964.0,1977.0,C-F,06-11,225.0
Mel Thurston,1948.0,1948.0,G,6-0,175.0
Hal Tidrick,1949.0,1949.0,F-G,06-01,190.0
Dan Tieman,1963.0,1963.0,G,6-0,185.0
Darren Tillis,1983.0,1984.0,C-F,06-11,215.0
Jack Tingle,1948.0,1949.0,F,06-04,205.0
George Tinsley,1970.0,1972.0,F,06-05,205.0
Jamaal Tinsley,2002.0,2014.0,G,06-03,195.0
Wayman Tisdale,1986.0,1997.0,F-C,06-09,240.0
Mike Tobey,2017.0,2017.0,C,7-0,260.0
Mike Todorovich,1950.0,1951.0,F-C,06-05,220.0
Ray Tolbert,1982.0,1989.0,F,06-09,225.0
Tom Tolbert,1989.0,1995.0,F-C,06-07,235.0
Anthony Tolliver,2009.0,2018.0,F-C,06-08,240.0
Dean Tolson,1975.0,1978.0,F,06-08,190.0
Rudy Tomjanovich,1971.0,1981.0,F,06-08,218.0
Andrew Toney,1981.0,1988.0,G,06-03,178.0
Sedric Toney,1986.0,1994.0,G,06-02,178.0
Andy Tonkovich,1949.0,1949.0,G,06-01,185.0
Andy Toolson,1991.0,1996.0,G-F,06-06,210.0
Jack Toomay,1948.0,1950.0,C-F,06-06,215.0
Bernard Toone,1980.0,1980.0,F,06-09,210.0
Irv Torgoff,1947.0,1949.0,F,06-02,192.0
Gene Tormohlen,1963.0,1970.0,C-F,06-08,230.0
Oscar Torres,2002.0,2003.0,F,06-06,210.0
Bill Tosheff,1952.0,1954.0,G,06-01,175.0
Bob Tough,1949.0,1950.0,G-F,6-0,185.0
Axel Toupane,2016.0,2017.0,G-F,06-07,197.0
Monte Towe,1976.0,1977.0,G,05-07,150.0
Keith Tower,1994.0,1997.0,C-F,06-11,250.0
Blackie Towery,1949.0,1950.0,F-C,06-04,210.0
Linton Townes,1983.0,1985.0,F-G,06-07,190.0
Karl-Anthony Towns,2016.0,2018.0,C-F,7-0,244.0
Raymond Townsend,1979.0,1982.0,G,06-03,175.0
George Trapp,1972.0,1977.0,F-C,06-08,205.0
John Trapp,1969.0,1973.0,F,06-07,210.0
Robert Traylor,1999.0,2005.0,F,06-08,284.0
Gary Trent,1996.0,2004.0,F,06-08,250.0
Jeff Trepagnier,2002.0,2004.0,G,06-04,200.0
John Tresvant,1965.0,1973.0,F-C,06-07,215.0
Dick Triptow,1949.0,1950.0,G-F,6-0,170.0
Kelly Tripucka,1982.0,1991.0,F-G,06-06,220.0
Ansley Truitt,1973.0,1973.0,C,06-09,215.0
Cezary Trybanski,2003.0,2004.0,C,07-02,240.0
Jake Tsakalidis,2001.0,2007.0,C,07-02,285.0
John Tschogl,1973.0,1975.0,F,06-06,206.0
Lou Tsioropoulos,1957.0,1959.0,F,06-05,190.0
Nikoloz Tskitishvili,2003.0,2006.0,F,7-0,225.0
Al Tucker,1968.0,1972.0,F,06-08,190.0
Alando Tucker,2008.0,2010.0,F,06-06,205.0
Anthony Tucker,1995.0,1995.0,F,06-08,220.0
Jim Tucker,1955.0,1957.0,F,06-07,185.0
P.J. Tucker,2007.0,2018.0,F,06-06,245.0
Trent Tucker,1983.0,1993.0,G,06-05,193.0
Ronny Turiaf,2006.0,2015.0,F,06-10,249.0
Mirsad Turkcan,2000.0,2000.0,F,06-09,236.0
Hedo Turkoglu,2001.0,2015.0,F,06-10,220.0
Andre Turner,1987.0,1992.0,G,05-11,160.0
Bill Turner,1968.0,1973.0,F,06-07,220.0
Elston Turner,1982.0,1989.0,G-F,06-05,190.0
Evan Turner,2011.0,2018.0,G,06-07,220.0
Gary Turner,1968.0,1968.0,F,06-07,200.0
Henry Turner,1990.0,1995.0,G-F,06-07,200.0
Herschell Turner,1968.0,1968.0,G,06-02,195.0
Jack Turner,1955.0,1955.0,F-G,06-04,170.0
Jeff Turner,1985.0,1996.0,F-C,06-09,230.0
John Turner,1992.0,1992.0,F,06-08,245.0
Myles Turner,2016.0,2018.0,C-F,06-11,243.0
Wayne Turner,2000.0,2000.0,G,06-02,190.0
Melvin Turpin,1985.0,1990.0,C,06-11,240.0
Dave Twardzik,1973.0,1980.0,G,06-01,175.0
Jack Twyman,1956.0,1966.0,F-G,06-06,210.0
B.J. Tyler,1995.0,1995.0,G,06-01,185.0
Jeremy Tyler,2012.0,2014.0,C,06-10,260.0
Terry Tyler,1979.0,1989.0,F-G,06-07,215.0
Charlie Tyra,1958.0,1962.0,C-F,06-08,230.0
Edwin Ubiles,2012.0,2012.0,G,06-06,204.0
Ekpe Udoh,2011.0,2018.0,C-F,06-10,240.0
Ime Udoka,2004.0,2011.0,F,06-06,215.0
Beno Udrih,2005.0,2017.0,G,06-03,205.0
Roko Ukic,2009.0,2010.0,G,06-05,183.0
Tyler Ulis,2017.0,2018.0,G,05-10,150.0
Wes Unseld,1969.0,1981.0,C-F,06-07,245.0
Hal Uplinger,1954.0,1954.0,G,06-04,185.0
Kelvin Upshaw,1989.0,1991.0,G,06-02,180.0
Jarrod Uthoff,2017.0,2017.0,F,06-09,221.0
Ben Uzoh,2011.0,2012.0,G,06-03,205.0
Stephen Vacendak,1968.0,1970.0,G,06-01,185.0
Jonas Valanciunas,2013.0,2018.0,C,7-0,265.0
Darnell Valentine,1982.0,1991.0,G,06-01,183.0
Denzel Valentine,2017.0,2018.0,G,06-06,212.0
Ronnie Valentine,1981.0,1981.0,F,06-07,210.0
John Vallely,1971.0,1972.0,G,06-03,185.0
Dick Van Arsdale,1966.0,1977.0,G-F,06-05,210.0
Tom Van Arsdale,1966.0,1977.0,F-G,06-05,202.0
Butch Van Breda Kolff,1947.0,1950.0,G-F,06-03,185.0
Jan Van Breda Kolff,1975.0,1983.0,F-G,06-07,195.0
Nick Van Exel,1994.0,2006.0,G,06-01,170.0
Keith Van Horn,1998.0,2006.0,F,06-10,220.0
Norm Van Lier,1970.0,1979.0,G,06-01,173.0
Dennis Van Zant,1976.0,1976.0,F,06-09,210.0
Gene Vance,1948.0,1952.0,G-F,06-03,195.0
Logan Vander Velden,1996.0,1996.0,F,06-08,215.0
Ernie Vandeweghe,1950.0,1956.0,F-G,06-03,195.0
Kiki Vandeweghe,1981.0,1993.0,F,06-08,220.0
Nick Vanos,1986.0,1987.0,C,07-01,255.0
David Vanterpool,2001.0,2001.0,G,06-05,200.0
Fred VanVleet,2017.0,2018.0,G,6-0,195.0
Ratko Varda,2002.0,2002.0,C,07-01,260.0
Anderson Varejao,2005.0,2017.0,F-C,06-10,273.0
Jarvis Varnado,2013.0,2014.0,F,06-09,230.0
Greivis Vasquez,2011.0,2017.0,G,06-06,217.0
Chico Vaughn,1963.0,1970.0,G,06-02,190.0
David Vaughn,1975.0,1976.0,C,06-11,220.0
Jacque Vaughn,1998.0,2009.0,G,06-01,190.0
Rashad Vaughn,2016.0,2018.0,G,06-06,202.0
Virgil Vaughn,1947.0,1947.0,F-C,06-04,205.0
Loy Vaught,1991.0,2001.0,F,06-09,230.0
Bob Verga,1968.0,1974.0,G,06-01,190.0
Pete Verhoeven,1982.0,1987.0,F,06-09,215.0
Jan Vesely,2012.0,2014.0,F,06-11,240.0
Gundars Vetra,1993.0,1993.0,F,06-06,195.0
Joao Vianna,1992.0,1992.0,F,06-09,215.0
Charlie Villanueva,2006.0,2016.0,F,06-11,232.0
Jay Vincent,1982.0,1990.0,F,06-07,220.0
Sam Vincent,1986.0,1992.0,G,06-02,185.0
Marcus Vinicius,2007.0,2008.0,F,06-08,225.0
Fred Vinson,1995.0,2000.0,G,06-04,190.0
Claude Virden,1973.0,1973.0,F,06-06,195.0
Gary Voce,1990.0,1990.0,F,06-09,240.0
Floyd Volker,1950.0,1950.0,F-C,06-04,205.0
Alexander Volkov,1990.0,1992.0,C,06-10,218.0
Whitey Von Nieda,1950.0,1950.0,G-F,06-01,170.0
Noah Vonleh,2015.0,2018.0,F,06-10,240.0
Jake Voskuhl,2001.0,2009.0,C,06-11,245.0
Danny Vranes,1982.0,1988.0,F,06-07,210.0
Slavko Vranes,2004.0,2004.0,C,07-05,275.0
Stojko Vrankovic,1991.0,1999.0,C,07-02,260.0
Brett Vroman,1981.0,1981.0,C,7-0,220.0
Jackson Vroman,2005.0,2006.0,F-C,06-10,220.0
Nikola Vucevic,2012.0,2018.0,C,7-0,260.0
Sasha Vujacic,2005.0,2017.0,G,06-07,195.0
Dwyane Wade,2004.0,2018.0,G,06-04,220.0
Mark Wade,1988.0,1990.0,G,05-11,160.0
Von Wafer,2006.0,2012.0,G,06-05,210.0
Clint Wager,1950.0,1950.0,C-F,06-06,210.0
Dajuan Wagner,2003.0,2007.0,G,06-02,200.0
Danny Wagner,1950.0,1950.0,G,6-0,170.0
Milt Wagner,1988.0,1991.0,G,06-05,185.0
Phillip Wagner,1969.0,1969.0,G,06-02,190.0
Dion Waiters,2013.0,2018.0,G,06-04,225.0
Granville Waiters,1984.0,1988.0,C,06-11,225.0
Andre Wakefield,1979.0,1980.0,G,06-03,175.0
Neal Walk,1970.0,1977.0,C,06-10,220.0
Andy Walker,1977.0,1977.0,G,06-04,190.0
Antoine Walker,1997.0,2008.0,F,06-08,224.0
Brady Walker,1949.0,1952.0,F-C,06-06,205.0
Chet Walker,1963.0,1975.0,F-G,06-06,212.0
Darrell Walker,1984.0,1993.0,G,06-04,180.0
Foots Walker,1975.0,1984.0,G,6-0,184.0
Henry Walker,2009.0,2015.0,F,06-06,220.0
Horace Walker,1962.0,1962.0,F,06-03,210.0
Jimmy Walker,1968.0,1976.0,G,06-03,195.0
Kemba Walker,2012.0,2018.0,G,06-01,172.0
Kenny Walker,1987.0,1995.0,F,06-08,210.0
Phil Walker,1978.0,1978.0,G,06-03,180.0
Samaki Walker,1997.0,2006.0,F,06-09,240.0
Wally Walker,1977.0,1984.0,F,06-07,190.0
John Wall,2011.0,2018.0,G,06-04,195.0
Ben Wallace,1997.0,2012.0,F-C,06-09,240.0
Gerald Wallace,2002.0,2015.0,F,06-07,215.0
John Wallace,1997.0,2004.0,F,06-08,225.0
Rasheed Wallace,1996.0,2013.0,F-C,06-10,225.0
Red Wallace,1947.0,1947.0,G,06-01,185.0
Dwight Waller,1969.0,1972.0,F,06-06,220.0
Jamie Waller,1988.0,1988.0,G,06-04,215.0
Taurean Waller-Prince,2017.0,2018.0,F,06-08,220.0
Jim Walsh,1958.0,1958.0,F,06-04,195.0
Matt Walsh,2006.0,2006.0,G-F,06-06,205.0
Rex Walters,1994.0,2000.0,G,06-04,190.0
Paul Walther,1950.0,1955.0,G-F,06-02,160.0
Isaac Walthour,1954.0,1954.0,G,05-11,163.0
Bill Walton,1975.0,1987.0,C-F,06-11,210.0
Derrick Walton,2018.0,2018.0,G,06-01,189.0
Lloyd Walton,1977.0,1981.0,G,6-0,160.0
Luke Walton,2004.0,2013.0,F,06-08,235.0
Bobby Wanzer,1949.0,1957.0,G,6-0,170.0
Perry Warbington,1975.0,1975.0,G,06-02,165.0
Charlie Ward,1995.0,2005.0,G,06-02,190.0
Gerry Ward,1964.0,1967.0,G,06-04,195.0
Henry Ward,1976.0,1977.0,G-F,06-04,195.0
Casper Ware,2014.0,2014.0,G,05-10,175.0
Jim Ware,1967.0,1969.0,F,06-07,210.0
Ben Warley,1963.0,1970.0,F-G,06-05,200.0
Bob Warlick,1966.0,1970.0,G-F,06-05,200.0
Cornell Warner,1971.0,1977.0,F-C,06-09,220.0
Bob Warren,1969.0,1976.0,G,06-05,190.0
John Warren,1970.0,1974.0,G-F,06-03,180.0
T.J. Warren,2015.0,2018.0,F,06-08,230.0
Willie Warren,2011.0,2011.0,G,06-04,203.0
Bryan Warrick,1983.0,1986.0,G,06-05,195.0
Hakim Warrick,2006.0,2013.0,F,06-09,219.0
Chris Washburn,1987.0,1988.0,C,06-11,225.0
Bobby Washington,1970.0,1972.0,G,05-11,175.0
Darius Washington,2008.0,2008.0,G,06-02,195.0
Donald Washington,1975.0,1976.0,F,06-08,210.0
Duane Washington,1988.0,1993.0,G,06-04,195.0
Eric Washington,1998.0,1999.0,G,06-04,190.0
Jim Washington,1966.0,1976.0,F-C,06-06,210.0
Kermit Washington,1974.0,1988.0,F-C,06-08,230.0
Pearl Washington,1987.0,1989.0,G,06-02,190.0
Richard Washington,1977.0,1982.0,F-C,06-11,220.0
Stan Washington,1975.0,1975.0,G,06-04,190.0
Trooper Washington,1968.0,1973.0,F-C,06-07,215.0
Wilson Washington,1978.0,1979.0,F-C,06-09,227.0
Darryl Watkins,2008.0,2012.0,C,06-11,258.0
Bobby Watson,1955.0,1955.0,G,6-0,160.0
C.J. Watson,2008.0,2017.0,G,06-02,175.0
Earl Watson,2002.0,2014.0,G,06-01,195.0
Jamie Watson,1995.0,1999.0,F,06-07,190.0
Ron Watts,1966.0,1967.0,F,06-06,210.0
Samuel Watts,1971.0,1971.0,G,06-03,185.0
Slick Watts,1974.0,1979.0,G,06-01,175.0
Maalik Wayns,2013.0,2014.0,G,06-02,200.0
David Wear,2015.0,2015.0,F,06-10,230.0
Travis Wear,2015.0,2015.0,F,06-10,230.0
Clarence Weatherspoon,1993.0,2005.0,F,06-06,240.0
Nick Weatherspoon,1974.0,1980.0,F,06-07,195.0
Kyle Weaver,2009.0,2011.0,G,06-06,201.0
Jeff Webb,1971.0,1972.0,G,06-04,170.0
Marcus Webb,1993.0,1993.0,F-C,06-09,255.0
Spud Webb,1986.0,1998.0,G,05-06,133.0
Chris Webber,1994.0,2008.0,F-C,06-09,245.0
Briante Weber,2016.0,2018.0,G,06-02,165.0
Jake Weber,1947.0,1947.0,C,06-06,225.0
Elnardo Webster,1972.0,1972.0,F,06-05,190.0
Jeff Webster,1996.0,1996.0,F,06-08,232.0
Martell Webster,2006.0,2015.0,G-F,06-07,230.0
Marvin Webster,1976.0,1987.0,C,07-01,225.0
Scott Wedman,1975.0,1987.0,F-G,06-07,215.0
Sonny Weems,2009.0,2016.0,G-F,06-06,205.0
Dick Wehr,1949.0,1949.0,F,06-04,180.0
Brant Weidner,1984.0,1984.0,F,06-09,230.0
Bob Weiss,1966.0,1977.0,G,06-02,180.0
Rick Weitzman,1968.0,1968.0,G,06-02,175.0
Bonzi Wells,1999.0,2008.0,G-F,06-05,210.0
Bubba Wells,1998.0,1998.0,F,06-05,230.0
Owen Wells,1975.0,1975.0,F,06-07,200.0
Ralph Wells,1963.0,1963.0,G,06-01,180.0
Chris Welp,1988.0,1990.0,C,7-0,245.0
Jiri Welsch,2003.0,2006.0,G,06-07,208.0
Bill Wennington,1986.0,2000.0,C,7-0,245.0
Matt Wenstrom,1994.0,1994.0,C,07-01,250.0
Robert Werdann,1993.0,1997.0,C,06-11,250.0
Ray Wertis,1947.0,1948.0,G,05-11,null
David Wesley,1994.0,2007.0,G,6-0,190.0
Walt Wesley,1967.0,1976.0,C,06-11,220.0
David West,2004.0,2018.0,F,06-09,250.0
Delonte West,2005.0,2012.0,G,06-04,180.0
Doug West,1990.0,2001.0,G-F,06-06,200.0
Jerry West,1961.0,1974.0,G,06-02,175.0
Mario West,2008.0,2011.0,G,06-05,210.0
Mark West,1984.0,2000.0,C-F,06-10,230.0
Roland West,1968.0,1968.0,G,06-04,178.0
Dexter Westbrook,1968.0,1968.0,F,06-08,190.0
Russell Westbrook,2009.0,2018.0,G,06-03,200.0
Paul Westphal,1973.0,1984.0,G,06-04,195.0
John Wetzel,1968.0,1976.0,G-F,06-05,190.0
Robert Whaley,2006.0,2006.0,C,06-10,260.0
Ennis Whatley,1984.0,1997.0,G,06-03,177.0
DeJuan Wheat,1998.0,1999.0,G,6-0,165.0
Clinton Wheeler,1988.0,1989.0,G,06-01,185.0
Tyson Wheeler,1999.0,1999.0,G,05-10,165.0
Skippy Whitaker,1955.0,1955.0,G,06-01,180.0
D.J. White,2009.0,2014.0,F,06-09,251.0
Derrick White,2018.0,2018.0,G,06-05,190.0
Eric White,1988.0,1989.0,F,06-08,200.0
Herb White,1971.0,1971.0,G,06-02,195.0
Hubie White,1963.0,1971.0,G-F,06-04,205.0
Jahidi White,1999.0,2005.0,F-C,06-09,290.0
James White,2007.0,2013.0,G-F,06-07,200.0
Jo Jo White,1970.0,1981.0,G,06-03,190.0
Okaro White,2017.0,2018.0,F,06-08,204.0
Randy White,1990.0,1994.0,F,06-08,240.0
Rodney White,2002.0,2005.0,F,06-09,238.0
Rory White,1983.0,1987.0,F,06-08,210.0
Royce White,2014.0,2014.0,F,06-08,270.0
Rudy White,1976.0,1981.0,G,06-02,195.0
Tony White,1988.0,1988.0,G,06-02,170.0
Willie White,1985.0,1986.0,G,06-03,195.0
Isaiah Whitehead,2017.0,2018.0,G,06-04,213.0
Jerome Whitehead,1979.0,1989.0,C-F,06-10,220.0
Donald Whiteside,1997.0,1998.0,G,05-10,160.0
Hassan Whiteside,2011.0,2018.0,C,7-0,265.0
Dwayne Whitfield,1996.0,1996.0,F,06-09,240.0
Chris Whitney,1994.0,2004.0,G,6-0,168.0
Hank Whitney,1968.0,1970.0,F-C,06-07,230.0
Hawkeye Whitney,1981.0,1982.0,G-F,06-05,235.0
Shayne Whittington,2015.0,2016.0,F-C,06-11,250.0
Sidney Wicks,1972.0,1981.0,F-C,06-08,225.0
Ron Widby,1968.0,1968.0,F,06-04,210.0
Murray Wier,1950.0,1950.0,G,05-09,155.0
Bob Wiesenhahn,1962.0,1962.0,F,06-04,215.0
Andrew Wiggins,2015.0,2018.0,F-G,06-08,199.0
Mitchell Wiggins,1984.0,1992.0,G,06-04,185.0
Ken Wilburn,1968.0,1969.0,F,06-06,195.0
C.J. Wilcox,2015.0,2017.0,G,06-05,195.0
Chris Wilcox,2003.0,2013.0,F,06-10,221.0
D.C. Wilcutt,1949.0,1950.0,G,06-02,165.0
Gene Wiley,1963.0,1968.0,C,06-10,210.0
Jacob Wiley,2018.0,2018.0,F,06-07,215.0
Michael Wiley,1981.0,1982.0,F,06-09,200.0
Morlon Wiley,1989.0,1995.0,G,06-04,185.0
Win Wilfong,1958.0,1961.0,G-F,06-02,185.0
Lenny Wilkens,1961.0,1975.0,G,06-01,180.0
Bob Wilkerson,1977.0,1983.0,G-F,06-06,195.0
Jamaal Wilkes,1975.0,1986.0,F-G,06-06,190.0
James Wilkes,1981.0,1983.0,F,06-07,195.0
Damien Wilkins,2005.0,2018.0,F-G,06-06,225.0
Dominique Wilkins,1983.0,1999.0,F-G,06-07,200.0
Eddie Lee Wilkins,1985.0,1993.0,F-C,06-10,220.0
Gerald Wilkins,1986.0,1999.0,G-F,06-06,185.0
Jeff Wilkins,1981.0,1986.0,C-F,06-11,230.0
Dale Wilkinson,1985.0,1985.0,F,06-10,220.0
Mike Wilks,2003.0,2010.0,G,05-10,185.0
Aaron Williams,1994.0,2008.0,F-C,06-09,220.0
Al Williams,1971.0,1971.0,F,06-06,200.0
Alan Williams,2016.0,2017.0,F-C,06-08,260.0
Alvin Williams,1998.0,2007.0,G,06-05,185.0
Art Williams,1968.0,1975.0,G,06-01,180.0
Bernie Williams,1970.0,1974.0,G,06-03,175.0
Bob Williams,1956.0,1957.0,F,06-06,230.0
Brandon Williams,1998.0,2003.0,G,06-06,215.0
Buck Williams,1982.0,1998.0,F-C,06-08,215.0
C.J. Williams,2018.0,2018.0,G,06-05,225.0
Charles Williams,1968.0,1973.0,G,6-0,165.0
Chuck Williams,1971.0,1978.0,G,06-02,175.0
Chuckie Williams,1977.0,1977.0,G,06-03,180.0
Cliff Williams,1969.0,1969.0,G,06-03,180.0
Corey Williams,1993.0,1994.0,G,06-02,190.0
Deron Williams,2006.0,2017.0,G,06-03,200.0
Derrick Williams,2012.0,2017.0,F,06-08,240.0
Duck Williams,1980.0,1980.0,G,06-02,180.0
Earl Williams,1975.0,1979.0,C-F,06-07,230.0
Elliot Williams,2012.0,2016.0,G,06-05,190.0
Eric Williams,1996.0,2007.0,F,06-08,220.0
Fly Williams,1975.0,1975.0,G-F,06-05,200.0
Frank Williams,2003.0,2005.0,G,06-03,212.0
Freeman Williams,1979.0,1986.0,G-F,06-04,190.0
Gene Williams,1970.0,1970.0,F,06-07,235.0
Gus Williams,1976.0,1987.0,G,06-02,175.0
Guy Williams,1985.0,1986.0,F,06-09,200.0
Hank Williams,1975.0,1975.0,F,06-05,210.0
Herb Williams,1982.0,1999.0,C-F,06-10,242.0
Hot Rod Williams,1987.0,1999.0,F-C,06-11,215.0
Jason Williams,1999.0,2011.0,G,06-01,190.0
Jawad Williams,2009.0,2011.0,F,06-09,218.0
Jay Williams,2003.0,2003.0,G,06-02,195.0
Jayson Williams,1991.0,1999.0,F-C,06-09,240.0
Jerome Williams,1997.0,2005.0,F,06-09,206.0
John Williams,1987.0,1995.0,F-C,06-08,235.0
Jordan Williams,2012.0,2012.0,F,06-10,260.0
Justin Williams,2007.0,2008.0,F,06-10,225.0
Kenny Williams,1991.0,1994.0,F,06-09,205.0
Kevin Williams,1984.0,1989.0,G,06-02,175.0
Lorenzo Williams,1993.0,2000.0,F-C,06-09,200.0
Lou Williams,2006.0,2018.0,G,06-01,175.0
Marcus Williams,2007.0,2010.0,G,06-03,205.0
